axis,command_target_x,command_target_y,command_target_z,commanded_elbow_flex,commanded_gripper,commanded_shoulder_lift,commanded_shoulder_pan,commanded_wrist_flex,commanded_wrist_roll,elapsed,elbow_flex,error_norm,error_x,error_y,error_z,execution_mode,gripper,ik_approximate,ik_commanded,ik_converged,ik_error_m,ik_ok,joint_tracking_error_elbow_flex,joint_tracking_error_gripper,joint_tracking_error_shoulder_lift,joint_tracking_error_shoulder_pan,joint_tracking_error_wrist_flex,joint_tracking_error_wrist_roll,kinematics_message,measured_x,measured_y,measured_z,offset_x,offset_y,offset_z,pattern,planned_elbow_flex,planned_elbow_flex_limit_margin_rad,planned_shoulder_lift,planned_shoulder_lift_limit_margin_rad,planned_wrist_flex,planned_wrist_flex_limit_margin_rad,ramp_scale,servo_elbow_flex_current_ma,servo_elbow_flex_load_raw,servo_elbow_flex_moving,servo_elbow_flex_temperature_c,servo_elbow_flex_velocity_raw,servo_elbow_flex_voltage_v,servo_gripper_current_ma,servo_gripper_load_raw,servo_gripper_moving,servo_gripper_temperature_c,servo_gripper_velocity_raw,servo_gripper_voltage_v,servo_max_abs_load_raw,servo_max_current_ma,servo_max_temperature_c,servo_min_voltage_v,servo_shoulder_lift_current_ma,servo_shoulder_lift_load_raw,servo_shoulder_lift_moving,servo_shoulder_lift_temperature_c,servo_shoulder_lift_velocity_raw,servo_shoulder_lift_voltage_v,servo_shoulder_pan_current_ma,servo_shoulder_pan_load_raw,servo_shoulder_pan_moving,servo_shoulder_pan_temperature_c,servo_shoulder_pan_velocity_raw,servo_shoulder_pan_voltage_v,servo_wrist_flex_current_ma,servo_wrist_flex_load_raw,servo_wrist_flex_moving,servo_wrist_flex_temperature_c,servo_wrist_flex_velocity_raw,servo_wrist_flex_voltage_v,servo_wrist_roll_current_ma,servo_wrist_roll_load_raw,servo_wrist_roll_moving,servo_wrist_roll_temperature_c,servo_wrist_roll_velocity_raw,servo_wrist_roll_voltage_v,shoulder_lift,shoulder_pan,t,target_x,target_y,target_z,wrist_flex,wrist_roll,x_feedforward_bias,y_feedforward_bias,z_feedforward_bias
z,0.38,0.0,0.16,0.1984325545408528,0.49999999999933875,-0.0182354666564924,0.0,0.09265521665362264,0.0,4.76837158203125e-07,0.20100055561429203,0.007239226970434366,0.0007247547701968449,0.0005033728803611634,-0.0071852455348344335,joint_trajectory,0.4992343032159265,False,True,True,1.1364592780512483e-05,True,0.002568001073439241,-0.0007656967834122619,0.021304177429229684,-0.0015343553863686413,-0.0005938934715041672,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,4.783455123956474e-29,0.0,2.1316281225768146e-16,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,1.0658140612885029e-14,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9155583,0.38,0.0,0.16000000000000023,0.09206132318211847,0.0015343553863686413,0.0,0.0,0.0
z,0.38000000211461055,0.0,0.1600000371221853,0.19844744898700406,0.49999999999946815,-0.01823683538468054,0.0,0.0926621714293698,0.0,0.005774497985839844,0.20100055561429203,0.007239257982663282,0.0007247547691685563,0.0005033728803611634,-0.007185276780155264,joint_trajectory,0.4992343032159265,False,True,True,1.1364269668201159e-05,True,0.002553106627287971,-0.0007656967835416584,0.021305546157417823,-0.0015343553863686413,-0.0006008482472513316,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,1.0282933247357285e-12,0.0,3.124532104402463e-08,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,1.562286618067726e-06,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9213347,0.3800000000010283,0.0,0.16000003124532106,0.09206132318211847,0.0015343553863686413,2.113729524744201e-09,0.0,8.200748441433703e-09
z,0.3800000084667215,0.0,0.16000014841537868,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.011333942413330078,0.20100055561429203,0.007239346381559845,0.0007247547549430466,0.0005033728803611634,-0.007185365844597474,joint_trajectory,0.4992343032159265,False,True,True,1.136403748729778e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,1.525377388087918e-11,0.0,1.2030976326615444e-07,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,6.015793238785339e-06,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9269059,0.3800000000152538,0.0,0.16000012030976327,0.09206132318211847,0.0015343553863686413,8.45263209425795e-09,0.0,3.2787441039960896e-08
z,0.38000001908433995,0.0,0.1600003337632351,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.01687455177307129,0.20100055561429203,0.007239491523643136,0.0007247546952812156,0.0005033728803611634,-0.007185512083065865,joint_trajectory,0.4992343032159265,False,True,True,1.13661008267132e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,7.491565672527721e-11,0.0,2.6654823166633954e-07,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,1.3328909896451482e-05,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9324472,0.38000000007491563,0.0,0.16000026654823166,0.09206132318211847,0.0015343553863686413,1.9013047025673302e-08,0.0,7.373677543554003e-08
z,0.3800000340162149,0.0,0.16000059304102507,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.022443532943725586,0.20100055561429203,0.007239694686392637,0.0007247545358850527,0.0005033728803611634,-0.007185716788060376,joint_trajectory,0.4992343032159265,False,True,True,1.1374119480722808e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,2.3431176976085197e-10,0.0,4.712532261709426e-07,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,2.356734754394235e-05,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9380128,0.3800000002343118,0.0,0.16000047125322617,0.09206132318211847,0.0015343553863686413,3.379100488309916e-08,0.0,1.310254849340442e-07
z,0.38000005333178216,0.0,0.16000092611565644,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.027881860733032227,0.20100055561429203,0.007239948389089649,0.0007247542123649531,0.0005033728803611634,-0.007185972429091136,joint_trajectory,0.4992343032159265,False,True,True,1.1393183008468857e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,5.57831910843051e-10,0.0,7.268942569279096e-07,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,3.635586948461234e-05,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.943445,0.3800000005578319,0.0,0.16000072689425693,0.09206132318211847,0.0015343553863686413,5.2782228088243954e-08,0.0,2.0463033834072775e-07
z,0.3800000771211073,0.0,0.16000133284569784,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.03354382514953613,0.20100055561429203,0.007240270462281763,0.0007247536022008116,0.0005033728803611634,-0.007186296982897633,joint_trajectory,0.4992343032159265,False,True,True,1.1429755503889743e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,1.1679960292122292e-09,0.0,1.051448063425875e-06,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,5.259576309187799e-05,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9491076,0.38000000116799604,0.0,0.16000105144806342,0.09206132318211847,0.0015343553863686413,7.598213158654943e-08,0.0,2.945281399602262e-07
z,0.38000010549482577,0.0,0.16000181308140254,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.0390932559967041,0.20100055561429203,0.007240643350267779,0.0007247526165528595,0.0005033728803611634,-0.007186672770753771,joint_trajectory,0.4992343032159265,False,True,True,1.1491570226725416e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,2.1536439695897773e-09,0.0,1.4272359195723552e-06,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,7.140486885800956e-05,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9546618,0.380000002153644,0.0,0.16000142723591956,0.09206132318211847,0.0015343553863686413,1.0338582367985794e-07,0.0,4.0069572954104515e-07
z,0.3800001385840805,0.0,0.16000236666473378,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.04457902908325195,0.20100055561429203,0.007241067486637625,0.0007247511305144005,0.0005033728803611634,-0.007187100241973499,joint_trajectory,0.4992343032159265,False,True,True,1.1587452326533631e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,3.6396824303938586e-09,0.0,1.854707139274569e-06,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,9.280815061233633e-05,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9601765,0.38000000363968245,0.0,0.1600018547071393,0.09206132318211847,0.0015343553863686413,1.3498810624845703e-07,0.0,5.23109982164538e-07
z,0.3800001765404572,0.0,0.16000299342939073,0.19845792195438297,0.49999999999955913,-0.018237797800168796,0.0,0.09266706165078442,0.0,0.05023002624511719,0.20100055561429203,0.007241561960687815,0.0007247489066724011,0.0005033728803611634,-0.007187598652962951,joint_trajectory,0.4992343032159265,False,True,True,1.1727051938165906e-05,True,0.0025426336599090604,-0.0007656967836326412,0.02130650857290608,-0.0015343553863686413,-0.0006057384686659478,0.0015343553863686413,waiting for joint_states,0.38072475477019685,0.0005033728803611634,0.1528147544651658,5.863524469889587e-09,0.0,2.353118128743402e-06,xz_vertex_diamond,0.1837653113405825,0.7162346886594175,-0.015629800929895892,0.5843701990701041,0.11550794037662589,0.4844920596233741,0.00011777317692656788,0.0,32,False,36,0,11.8,0.0,0,False,35,0,11.8,120.0,39.0,36.0,11.8,39.0,120,False,34,0,11.8,0.0,0,False,33,0,11.9,0.0,0,False,34,0,11.9,0.0,0,False,33,0,12.0,0.0030687107727372827,-0.0015343553863686413,1788445681.9657943,0.38000000586352445,0.0,0.16000235311812874,0.09206132318211847,0.0015343553863686413,1.7078347591681364e-07,0.0,6.617478082449058e-07
